CLIENTNUM,segment_id,customer_value,churn_score,churn_prob_calibrated,quadrant_official,threshold_official_risk,threshold_official_value,expected_saving,target_priority
718488783,2,4821.000000,0.023069,0.006562,low_cost_keep,0.132753,3899.000000,4.491309,3868
718489608,2,4668.000000,0.001755,0.005569,low_cost_keep,0.132753,3899.000000,2.799424,5116
718490658,4,1142.000000,0.009798,0.005925,accept_churn,0.132753,3899.000000,-2.969997,10070
718491708,3,7642.000000,0.004932,0.005707,low_cost_keep,0.132753,3899.000000,8.084770,3482
718492908,2,4636.000000,0.000270,0.005506,low_cost_keep,0.132753,3899.000000,2.657899,5353
718496283,1,15998.000000,0.002208,0.005589,low_cost_keep,0.132753,3899.000000,21.823389,2347
718497033,3,3723.000000,0.298294,0.052739,watch,0.132753,3899.000000,53.903889,2057
718500633,2,3270.000000,0.001664,0.005566,accept_churn,0.132753,3899.000000,0.459781,8379
718501983,3,4682.000000,0.000173,0.005502,low_cost_keep,0.132753,3899.000000,2.728074,5243
718503108,3,3792.000000,0.000910,0.005533,accept_churn,0.132753,3899.000000,1.294681,7710
718504233,4,3423.000000,0.504690,0.215900,watch,0.132753,3899.000000,216.707519,1712
718504983,2,3340.000000,0.025627,0.006693,accept_churn,0.132753,3899.000000,1.706323,7143
718505958,4,1628.000000,0.032234,0.007042,accept_churn,0.132753,3899.000000,-1.560758,9108
718508883,4,2306.000000,0.855708,0.806724,watch,0.132753,3899.000000,553.091615,1101
718509858,2,4347.000000,0.001177,0.005545,low_cost_keep,0.132753,3899.000000,2.230869,6156
718510983,3,3720.000000,0.000251,0.005505,accept_churn,0.132753,3899.000000,1.143900,7853
718513233,3,4740.000000,0.001164,0.005544,low_cost_keep,0.132753,3899.000000,2.883767,4963
718514283,2,3895.000000,0.001616,0.005563,accept_churn,0.132753,3899.000000,1.500916,7432
718515483,4,3289.000000,0.934472,0.884819,watch,0.132753,3899.000000,868.050583,313
718516533,2,3944.000000,0.000190,0.005503,low_cost_keep,0.132753,3899.000000,1.510799,7418
718518858,3,5056.000000,0.000791,0.005528,low_cost_keep,0.132753,3899.000000,3.385232,4321
718521258,3,3445.000000,0.001063,0.005540,accept_churn,0.132753,3899.000000,0.725406,8206
718522308,2,4045.000000,0.000237,0.005505,low_cost_keep,0.132753,3899.000000,1.679961,7184
718524783,4,2128.000000,0.999699,0.927173,watch,0.132753,3899.000000,586.907115,981
718528008,1,14432.000000,0.002167,0.005587,low_cost_keep,0.132753,3899.000000,19.190088,2699
718528833,3,8879.000000,0.000675,0.005523,low_cost_keep,0.132753,3899.000000,9.712398,3283
718530258,2,7249.000000,0.001983,0.005579,low_cost_keep,0.132753,3899.000000,7.133114,3627
718531983,1,13810.000000,0.001157,0.005544,low_cost_keep,0.132753,3899.000000,17.968148,2908
718535733,3,4928.000000,0.001695,0.005567,low_cost_keep,0.132753,3899.000000,3.230058,4486
718538958,3,4564.000000,0.003435,0.005642,low_cost_keep,0.132753,3899.000000,2.724996,5252
718540308,3,4263.000000,0.007058,0.005802,low_cost_keep,0.132753,3899.000000,2.419637,5811
718542858,3,4623.000000,0.000846,0.005531,low_cost_keep,0.132753,3899.000000,2.670375,5337
718545033,2,5146.000000,0.000189,0.005503,low_cost_keep,0.132753,3899.000000,3.495042,4222
718547358,3,3863.000000,0.000822,0.005530,accept_churn,0.132753,3899.000000,1.408227,7566
718548558,2,4272.000000,0.002332,0.005594,low_cost_keep,0.132753,3899.000000,2.169589,6274
718555308,3,4845.000000,0.000274,0.005506,low_cost_keep,0.132753,3899.000000,3.003353,4791
718558758,4,3922.000000,0.945524,0.893259,save_first,0.132753,3899.000000,1046.008800,296
718561458,4,1306.000000,0.054425,0.008351,accept_churn,0.132753,3899.000000,-1.727963,9187
718563483,2,2611.000000,0.535875,0.259571,watch,0.132753,3899.000000,198.322319,1755
718565733,2,4423.000000,0.003345,0.005638,low_cost_keep,0.132753,3899.000000,2.481165,5684
718566858,2,5005.000000,0.001395,0.005554,low_cost_keep,0.132753,3899.000000,3.339392,4368
718567758,3,7332.000000,0.000890,0.005532,low_cost_keep,0.132753,3899.000000,7.169191,3622
718569258,3,4170.000000,0.000526,0.005517,low_cost_keep,0.132753,3899.000000,1.901751,6800
718570158,3,4731.000000,0.000141,0.005501,low_cost_keep,0.132753,3899.000000,2.807032,5100
718572408,2,4774.000000,0.000331,0.005509,low_cost_keep,0.132753,3899.000000,2.889534,4953
718574808,3,4327.000000,0.000193,0.005503,low_cost_keep,0.132753,3899.000000,2.143249,6328
718576908,2,4305.000000,0.013910,0.006116,low_cost_keep,0.132753,3899.000000,2.898645,4943
718577958,4,809.000000,0.999824,0.927238,watch,0.132753,3899.000000,220.040696,1699
718578708,1,14212.000000,0.000673,0.005523,low_cost_keep,0.132753,3899.000000,18.548847,2811
718579833,1,13674.000000,0.003879,0.005661,low_cost_keep,0.132753,3899.000000,18.223819,2861
718582158,3,4183.000000,0.000640,0.005522,low_cost_keep,0.132753,3899.000000,1.929336,6754
718583133,2,3598.000000,0.000053,0.005497,accept_churn,0.132753,3899.000000,0.933352,8027
718586133,2,4892.000000,0.008667,0.005874,low_cost_keep,0.132753,3899.000000,3.620565,4129
718587858,4,1642.000000,0.245052,0.035551,watch,0.132753,3899.000000,12.512655,3159
718589133,2,2328.000000,0.086345,0.010668,accept_churn,0.132753,3899.000000,2.450863,5747
718590183,3,5067.000000,0.010334,0.005950,low_cost_keep,0.132753,3899.000000,4.044275,3948
718594608,4,1362.000000,0.101450,0.011977,accept_churn,0.132753,3899.000000,-0.106347,8615
718595583,4,1777.000000,0.377407,0.093172,watch,0.132753,3899.000000,44.669918,2097
718596858,3,5220.000000,0.000466,0.005514,low_cost_keep,0.132753,3899.000000,3.635608,4115
718599108,3,4419.000000,0.020198,0.006419,low_cost_keep,0.132753,3899.000000,3.509803,4204
718602708,3,3475.000000,0.000301,0.005507,accept_churn,0.132753,3899.000000,0.741486,8197
718607883,2,4831.000000,0.002075,0.005583,low_cost_keep,0.132753,3899.000000,3.091737,4670
718611333,2,4475.000000,0.000011,0.005495,low_cost_keep,0.132753,3899.000000,2.377242,5887
718612758,1,15552.000000,0.000384,0.005511,low_cost_keep,0.132753,3899.000000,20.711839,2467
718614183,2,9772.000000,0.999833,0.927243,save_first,0.132753,3899.000000,2713.304927,13
718618458,2,4345.000000,0.000243,0.005505,low_cost_keep,0.132753,3899.000000,2.175706,6261
718619883,4,1305.000000,0.001213,0.005546,accept_churn,0.132753,3899.000000,-2.828646,9986
718621608,4,909.000000,0.997900,0.926227,watch,0.132753,3899.000000,247.581970,1623
718622658,2,4472.000000,0.000256,0.005506,low_cost_keep,0.132753,3899.000000,2.386215,5869
718623783,4,1535.000000,0.061543,0.008820,accept_churn,0.132753,3899.000000,-0.938181,8894
718626033,4,2802.000000,0.991649,0.922849,watch,0.132753,3899.000000,770.747029,371
718627458,3,2119.000000,0.530705,0.251950,watch,0.132753,3899.000000,155.164878,1848
718629858,3,4597.000000,0.002578,0.005605,low_cost_keep,0.132753,3899.000000,2.729635,5239
718632933,3,4731.000000,0.019490,0.006384,low_cost_keep,0.132753,3899.000000,4.061131,3944
718634058,1,14844.000000,0.000421,0.005513,low_cost_keep,0.132753,3899.000000,19.548382,2640
718637208,4,1689.000000,0.056063,0.008457,accept_churn,0.132753,3899.000000,-0.714824,8810
718640508,4,1456.000000,0.001886,0.005575,accept_churn,0.132753,3899.000000,-2.564805,9802
718641483,2,4519.000000,0.000297,0.005507,low_cost_keep,0.132753,3899.000000,2.466207,5713
718642458,2,2992.000000,0.000115,0.005500,accept_churn,0.132753,3899.000000,-0.063626,8607
718645308,3,4730.000000,0.000455,0.005514,low_cost_keep,0.132753,3899.000000,2.824325,5070
718650258,1,12956.000000,0.002843,0.005616,low_cost_keep,0.132753,3899.000000,16.829545,3016
718651083,2,2461.000000,0.039152,0.007427,accept_churn,0.132753,3899.000000,0.483032,8363
718653333,4,2037.000000,0.998641,0.926618,watch,0.132753,3899.000000,561.255983,1072
718654533,4,2492.000000,0.339081,0.070940,watch,0.132753,3899.000000,48.034941,2074
718655808,1,16161.000000,0.010363,0.005951,low_cost_keep,0.132753,3899.000000,23.852701,2246
718657083,3,4828.000000,0.030963,0.006973,low_cost_keep,0.132753,3899.000000,5.100200,3793
718661958,1,13083.000000,0.000365,0.005510,low_cost_keep,0.132753,3899.000000,16.626810,3037
718663983,1,13140.000000,0.000318,0.005508,low_cost_keep,0.132753,3899.000000,16.713131,3026
718665033,3,8177.000000,0.959691,0.903278,save_first,0.132753,3899.000000,2210.832326,128
718665933,2,7437.000000,0.001786,0.005571,low_cost_keep,0.132753,3899.000000,7.428979,3592
718670808,2,4817.000000,0.000192,0.005503,low_cost_keep,0.132753,3899.000000,2.952087,4866
718672233,2,3395.000000,0.034451,0.007163,accept_churn,0.132753,3899.000000,2.295416,6040
718673358,4,2137.000000,0.529218,0.249786,watch,0.132753,3899.000000,155.137614,1849
718675158,4,850.000000,0.908600,0.862772,watch,0.132753,3899.000000,215.006782,1716
718676283,2,3779.000000,0.000766,0.005527,accept_churn,0.132753,3899.000000,1.266166,7738
718677858,2,4571.000000,0.001687,0.005567,low_cost_keep,0.132753,3899.000000,2.633362,5393
718682883,3,4478.000000,0.002814,0.005615,low_cost_keep,0.132753,3899.000000,2.543258,5579
718685358,2,4488.000000,0.000230,0.005504,low_cost_keep,0.132753,3899.000000,2.411143,5824
718686558,2,3974.000000,0.005404,0.005728,low_cost_keep,0.132753,3899.000000,1.829140,6918
718689258,2,4203.000000,0.000326,0.005508,low_cost_keep,0.132753,3899.000000,1.945663,6713
718692258,1,14402.000000,0.001543,0.005560,low_cost_keep,0.132753,3899.000000,19.024013,2724
718693683,2,3918.000000,0.000162,0.005502,low_cost_keep,0.132753,3899.000000,1.466472,7477
718694658,2,7523.000000,0.000280,0.005507,low_cost_keep,0.132753,3899.000000,7.427661,3593
718696458,2,3822.000000,0.002485,0.005601,accept_churn,0.132753,3899.000000,1.421909,7546
718697583,3,4073.000000,0.000512,0.005516,low_cost_keep,0.132753,3899.000000,1.740442,7082
718698558,2,7739.000000,0.000355,0.005510,low_cost_keep,0.132753,3899.000000,7.791903,3524
718699683,4,1733.000000,0.162200,0.019035,watch,0.132753,3899.000000,4.896378,3810
718702908,2,4312.000000,0.000360,0.005510,low_cost_keep,0.132753,3899.000000,2.127651,6357
718707933,4,2750.000000,0.885153,0.839822,watch,0.132753,3899.000000,687.853260,556
718708908,4,1426.000000,0.005766,0.005744,accept_churn,0.132753,3899.000000,-2.542650,9783
718711158,4,2680.000000,0.991776,0.922919,watch,0.132753,3899.000000,737.027275,419
718712583,2,8092.000000,0.221176,0.029728,save_first,0.132753,3899.000000,67.167265,2012
718715583,4,1256.000000,0.049727,0.008055,accept_churn,0.132753,3899.000000,-1.964779,9326
718726833,4,1665.000000,0.048919,0.008005,accept_churn,0.132753,3899.000000,-1.001281,8909
718728108,1,14887.000000,0.000421,0.005513,low_cost_keep,0.132753,3899.000000,19.619532,2627
718730283,3,4891.000000,0.008967,0.005887,low_cost_keep,0.132753,3899.000000,3.638703,4112
718731183,4,705.000000,0.999687,0.927167,watch,0.132753,3899.000000,191.095715,1776
718732833,4,3967.000000,0.933019,0.883667,save_first,0.132753,3899.000000,1046.652242,295
718734408,3,4823.000000,0.050400,0.008097,low_cost_keep,0.132753,3899.000000,6.715580,3667
718735908,3,1799.000000,0.944864,0.892771,watch,0.132753,3899.000000,476.828267,1296
718736883,2,3421.000000,0.001393,0.005554,accept_churn,0.132753,3899.000000,0.699990,8227
718737708,3,4202.000000,0.003084,0.005627,low_cost_keep,0.132753,3899.000000,2.093072,6419
718739508,2,3863.000000,0.000945,0.005535,accept_churn,0.132753,3899.000000,1.414307,7558
718742808,3,2877.000000,0.992367,0.923244,watch,0.132753,3899.000000,791.852023,347
718744008,4,1217.000000,0.018930,0.006357,accept_churn,0.132753,3899.000000,-2.679135,9880
718746933,3,3441.000000,0.005058,0.005713,accept_churn,0.132753,3899.000000,0.897475,8059
718748133,2,3876.000000,0.000135,0.005500,accept_churn,0.132753,3899.000000,1.395847,7580
718751133,4,1670.000000,0.003056,0.005626,accept_churn,0.132753,3899.000000,-2.181607,9481
718755483,2,5082.000000,0.000198,0.005503,low_cost_keep,0.132753,3899.000000,3.389932,4318
718756533,1,8963.000000,0.000757,0.005527,low_cost_keep,0.132753,3899.000000,9.860994,3267
718757808,3,3875.000000,0.003945,0.005664,accept_churn,0.132753,3899.000000,1.584624,7317
718758783,1,15172.000000,0.007193,0.005808,low_cost_keep,0.132753,3899.000000,21.434035,2381
718759833,4,1058.000000,0.014974,0.006166,accept_churn,0.132753,3899.000000,-3.042863,10095
718762308,2,3668.000000,0.009972,0.005933,accept_churn,0.132753,3899.000000,1.528948,7387
718764708,1,14223.000000,0.002462,0.005600,low_cost_keep,0.132753,3899.000000,18.893971,2749
718766058,4,2123.000000,0.998179,0.926374,watch,0.132753,3899.000000,585.007520,990
718767183,3,4905.000000,0.000324,0.005508,low_cost_keep,0.132753,3899.000000,3.105615,4655
718768158,4,1336.000000,0.216960,0.028800,watch,0.132753,3899.000000,6.543158,3678
718772133,4,1484.000000,0.025402,0.006681,accept_churn,0.132753,3899.000000,-2.025468,9367
718773333,2,7548.000000,0.014733,0.006155,low_cost_keep,0.132753,3899.000000,8.936786,3359
718774533,1,15053.000000,0.007881,0.005838,low_cost_keep,0.132753,3899.000000,21.366044,2385
718775808,2,5153.000000,0.000278,0.005506,low_cost_keep,0.132753,3899.000000,3.512386,4201
718777008,4,1374.000000,0.018610,0.006341,accept_churn,0.132753,3899.000000,-2.386175,9646
718784358,4,1969.000000,0.002839,0.005616,accept_churn,0.132753,3899.000000,-1.682543,9156
718785483,3,4238.000000,0.001400,0.005554,low_cost_keep,0.132753,3899.000000,2.061650,6476
718788258,3,3290.000000,0.001095,0.005541,accept_churn,0.132753,3899.000000,0.469166,8371
718791708,4,2228.000000,0.954000,0.899359,watch,0.132753,3899.000000,596.131315,937
718792758,3,5121.000000,0.000501,0.005516,low_cost_keep,0.132753,3899.000000,3.474082,4236
718795083,2,5337.000000,0.001653,0.005565,low_cost_keep,0.132753,3899.000000,3.910216,3984
718797558,4,2422.000000,0.171412,0.020414,watch,0.132753,3899.000000,9.832850,3271
718799958,1,14336.000000,0.001613,0.005563,low_cost_keep,0.132753,3899.000000,18.926929,2742
718801158,1,14455.000000,0.001467,0.005557,low_cost_keep,0.132753,3899.000000,19.098355,2715
718802283,2,4128.000000,0.001536,0.005560,low_cost_keep,0.132753,3899.000000,1.885595,6826
718803333,4,1285.000000,0.291903,0.050320,watch,0.132753,3899.000000,14.398402,3107
718805733,1,13937.000000,0.000250,0.005505,low_cost_keep,0.132753,3899.000000,18.018045,2898
718806783,4,2629.000000,0.994070,0.924174,watch,0.132753,3899.000000,723.895761,447
718808883,3,3705.000000,0.004092,0.005671,accept_churn,0.132753,3899.000000,1.302879,7695
718811058,2,4391.000000,0.003758,0.005656,low_cost_keep,0.132753,3899.000000,2.450693,5748
718812708,4,1882.000000,0.911421,0.865337,watch,0.132753,3899.000000,483.569489,1285
718813833,4,1052.000000,0.093593,0.011277,accept_churn,0.132753,3899.000000,-1.440826,9050
718815108,3,3420.000000,0.000286,0.005507,accept_churn,0.132753,3899.000000,0.649945,8265
718816158,3,3851.000000,0.000308,0.005508,accept_churn,0.132753,3899.000000,1.363083,7618
718819158,2,4361.000000,0.000208,0.005503,low_cost_keep,0.132753,3899.000000,2.200197,6206
718821783,2,4697.000000,0.002309,0.005593,low_cost_keep,0.132753,3899.000000,2.881459,4969
718824783,2,1986.000000,0.324869,0.064020,watch,0.132753,3899.000000,33.142854,2170
718825908,2,4575.000000,0.000583,0.005519,low_cost_keep,0.132753,3899.000000,2.575353,5509
718826883,4,2506.000000,0.991339,0.922678,watch,0.132753,3899.000000,688.669425,551
718828083,3,3533.000000,0.000854,0.005531,accept_churn,0.132753,3899.000000,0.862211,8099
718829358,2,4977.000000,0.000264,0.005506,low_cost_keep,0.132753,3899.000000,3.220772,4498
718830183,4,1339.000000,0.127732,0.014641,accept_churn,0.132753,3899.000000,0.881180,8078
718834233,2,3848.000000,0.000644,0.005522,accept_churn,0.132753,3899.000000,1.374608,7606
718835583,2,3769.000000,0.000274,0.005506,accept_churn,0.132753,3899.000000,1.225945,7787
718837683,4,2394.000000,0.873435,0.827235,watch,0.132753,3899.000000,589.119832,965
718838808,4,2720.000000,0.003750,0.005656,accept_churn,0.132753,3899.000000,-0.384965,8699
718840833,3,9610.000000,0.996450,0.925456,save_first,0.132753,3899.000000,2663.088395,17
718843608,2,3327.000000,0.000293,0.005507,accept_churn,0.132753,3899.000000,0.496598,8358
718846008,3,3900.000000,0.004638,0.005694,low_cost_keep,0.132753,3899.000000,1.662544,7207
718848183,2,4613.000000,0.000227,0.005504,low_cost_keep,0.132753,3899.000000,2.617395,5428
718851783,3,3924.000000,0.002758,0.005613,low_cost_keep,0.132753,3899.000000,1.607189,7287
718853358,2,5104.000000,0.001404,0.005554,low_cost_keep,0.132753,3899.000000,3.504918,4210
718855983,3,4010.000000,0.002492,0.005601,low_cost_keep,0.132753,3899.000000,1.738193,7087
718858683,3,4511.000000,0.002052,0.005582,low_cost_keep,0.132753,3899.000000,2.554373,5554
718861458,4,1826.000000,0.007426,0.005818,accept_churn,0.132753,3899.000000,-1.812871,9244
718863258,4,2463.000000,0.996725,0.925602,watch,0.132753,3899.000000,678.927288,610
718866633,3,4347.000000,0.084817,0.010544,low_cost_keep,0.132753,3899.000000,8.750778,3379
718867683,4,1613.000000,0.119777,0.013778,accept_churn,0.132753,3899.000000,1.667152,7200
718870158,4,1772.000000,0.024892,0.006655,accept_churn,0.132753,3899.000000,-1.462113,9066
718871358,2,4964.000000,0.001019,0.005538,low_cost_keep,0.132753,3899.000000,3.247116,4466
718872858,2,4476.000000,0.000114,0.005499,low_cost_keep,0.132753,3899.000000,2.384710,5873
718875483,2,4491.000000,0.000201,0.005503,low_cost_keep,0.132753,3899.000000,2.414463,5819
718876683,4,1600.000000,0.005061,0.005713,accept_churn,0.132753,3899.000000,-2.257732,9540
718877883,4,2440.000000,0.640185,0.440205,watch,0.132753,3899.000000,317.229867,1518
718882008,2,4960.000000,0.010155,0.005942,low_cost_keep,0.132753,3899.000000,3.841086,4010
718888308,4,1475.000000,0.003504,0.005645,accept_churn,0.132753,3899.000000,-2.502102,9753
718889508,3,8256.000000,0.002645,0.005608,low_cost_keep,0.132753,3899.000000,8.889258,3364
718890933,4,2429.000000,0.991016,0.922499,watch,0.132753,3899.000000,667.225275,653
718892283,2,4771.000000,0.001469,0.005557,low_cost_keep,0.132753,3899.000000,2.954025,4864
718893333,3,7509.000000,0.010437,0.005954,low_cost_keep,0.132753,3899.000000,8.413677,3433
718894233,2,2116.000000,0.042868,0.007642,accept_churn,0.132753,3899.000000,-0.149020,8633
718896108,2,5014.000000,0.003479,0.005644,low_cost_keep,0.132753,3899.000000,3.489535,4224
718899708,4,2148.000000,0.220133,0.029496,watch,0.132753,3899.000000,14.007103,3114
718909158,4,1793.000000,0.051645,0.008175,accept_churn,0.132753,3899.000000,-0.602765,8781
718913358,4,2659.000000,0.986329,0.919864,watch,0.132753,3899.000000,728.775700,434
718917408,3,3704.000000,0.001109,0.005542,accept_churn,0.132753,3899.000000,1.158050,7841
718919433,1,14973.000000,0.000851,0.005531,low_cost_keep,0.132753,3899.000000,19.843728,2584
718920708,4,2172.000000,0.008091,0.005848,accept_churn,0.132753,3899.000000,-1.189489,8962
718921683,3,4816.000000,0.596548,0.359326,save_first,0.132753,3899.000000,514.154516,1212
718923858,4,1131.000000,0.105146,0.012320,accept_churn,0.132753,3899.000000,-0.819806,8852
718924983,2,4833.000000,0.000450,0.005514,low_cost_keep,0.132753,3899.000000,2.994374,4806
718926258,3,4627.000000,0.000301,0.005507,low_cost_keep,0.132753,3899.000000,2.644850,5377
718927533,4,1512.000000,0.003667,0.005652,accept_churn,0.132753,3899.000000,-2.436217,9707
718929708,4,1558.000000,0.003481,0.005644,accept_churn,0.132753,3899.000000,-2.362014,9622
718932633,2,4301.000000,0.005788,0.005745,low_cost_keep,0.132753,3899.000000,2.412934,5823
718934058,4,2396.000000,0.955156,0.900166,watch,0.132753,3899.000000,642.039626,747
718939083,4,694.000000,0.997023,0.925761,watch,0.132753,3899.000000,187.743428,1787
718940208,2,3551.000000,0.000363,0.005510,accept_churn,0.132753,3899.000000,0.869862,8092
718941183,2,4376.000000,0.000387,0.005511,low_cost_keep,0.132753,3899.000000,2.234913,6146
718943508,4,1454.000000,0.104573,0.012266,accept_churn,0.132753,3899.000000,0.350518,8430
718946358,3,4348.000000,0.028025,0.006818,low_cost_keep,0.132753,3899.000000,3.892794,3990
718947558,1,15574.000000,0.000384,0.005511,low_cost_keep,0.132753,3899.000000,20.748170,2462
718949433,2,3415.000000,0.000621,0.005521,accept_churn,0.132753,3899.000000,0.656293,8257
718950483,4,1208.000000,0.392173,0.103294,watch,0.132753,3899.000000,32.433884,2172
718951683,3,4763.000000,0.001323,0.005551,low_cost_keep,0.132753,3899.000000,2.931731,4892
718957083,2,4797.000000,0.000594,0.005520,low_cost_keep,0.132753,3899.000000,2.943659,4881
718958583,3,4506.000000,0.068651,0.009315,low_cost_keep,0.132753,3899.000000,7.591957,3561
718961208,3,3799.000000,0.001883,0.005575,accept_churn,0.132753,3899.000000,1.353746,7633
718963158,3,3230.000000,0.039883,0.007468,accept_churn,0.132753,3899.000000,2.236854,6143
718967433,3,4918.000000,0.010090,0.005939,low_cost_keep,0.132753,3899.000000,3.761861,4046
718970058,4,1519.000000,0.045847,0.007819,accept_churn,0.132753,3899.000000,-1.437034,9049
718971333,4,2342.000000,0.038426,0.007385,accept_churn,0.132753,3899.000000,0.188851,8504
718972758,4,1825.000000,0.410791,0.117434,watch,0.132753,3899.000000,59.295335,2040
718975083,3,2133.000000,0.978197,0.915097,watch,0.132753,3899.000000,580.570589,1004
718976283,2,4388.000000,0.003676,0.005652,low_cost_keep,0.132753,3899.000000,2.440880,5770
718977483,3,7209.000000,0.000671,0.005523,low_cost_keep,0.132753,3899.000000,6.944859,3650
718979733,1,16258.000000,0.001180,0.005545,low_cost_keep,0.132753,3899.000000,22.044339,2331
718980633,3,4835.000000,0.001449,0.005556,low_cost_keep,0.132753,3899.000000,3.059449,4714
718982058,2,4011.000000,0.000565,0.005519,low_cost_keep,0.132753,3899.000000,1.640583,7240
718983333,4,1331.000000,0.051209,0.008148,accept_churn,0.132753,3899.000000,-1.746692,9200
718984533,2,4552.000000,0.000217,0.005504,low_cost_keep,0.132753,3899.000000,2.516063,5625
718993533,1,8927.000000,0.000398,0.005512,low_cost_keep,0.132753,3899.000000,9.760497,3277
718994583,3,4777.000000,0.005097,0.005715,low_cost_keep,0.132753,3899.000000,3.189669,4540
718996758,4,1629.000000,0.000040,0.005496,accept_churn,0.132753,3899.000000,-2.313928,9585
719006508,2,4136.000000,0.001084,0.005541,low_cost_keep,0.132753,3899.000000,1.874924,6839
719013108,2,4605.000000,0.001571,0.005562,low_cost_keep,0.132753,3899.000000,2.683308,5316
719018208,4,2516.000000,0.976717,0.914202,watch,0.132753,3899.000000,685.039924,569
719019483,3,4266.000000,0.102048,0.012032,low_cost_keep,0.132753,3899.000000,10.397931,3232
719020983,4,1913.000000,0.039172,0.007428,accept_churn,0.132753,3899.000000,-0.737247,8818
719022558,3,5106.000000,0.001744,0.005569,low_cost_keep,0.132753,3899.000000,3.530549,4187
719025333,2,3513.000000,0.016405,0.006234,accept_churn,0.132753,3899.000000,1.570486,7334
719026383,2,3135.000000,0.147510,0.017023,watch,0.132753,3899.000000,11.010076,3205
719028783,3,4486.000000,0.004402,0.005684,low_cost_keep,0.132753,3899.000000,2.649724,5368
719034183,2,5490.000000,0.000416,0.005512,low_cost_keep,0.132753,3899.000000,4.078771,3940
719035758,2,4917.000000,0.000417,0.005512,low_cost_keep,0.132753,3899.000000,3.131247,4618
719036883,3,4163.000000,0.001797,0.005571,low_cost_keep,0.132753,3899.000000,1.957928,6698
719038008,4,4862.000000,0.948109,0.895153,save_first,0.132753,3899.000000,1300.670046,274
719039283,1,14080.000000,0.035936,0.007245,low_cost_keep,0.132753,3899.000000,25.603707,2224
719042208,3,4565.000000,0.024601,0.006640,low_cost_keep,0.132753,3899.000000,4.093908,3933
719046558,3,4313.000000,0.005544,0.005734,low_cost_keep,0.132753,3899.000000,2.419666,5809
719048133,3,3470.000000,0.009104,0.005894,accept_churn,0.132753,3899.000000,1.135372,7858
719049033,3,2073.000000,0.445381,0.148166,watch,0.132753,3899.000000,87.144564,1967
719050458,3,4041.000000,0.003254,0.005634,low_cost_keep,0.132753,3899.000000,1.830248,6915
719051733,2,5047.000000,0.012642,0.006056,low_cost_keep,0.132753,3899.000000,4.170038,3916
719054733,3,4673.000000,0.009347,0.005905,low_cost_keep,0.132753,3899.000000,3.277886,4431
719056833,2,3968.000000,0.003054,0.005625,low_cost_keep,0.132753,3899.000000,1.696509,7158
719059083,2,4129.000000,0.000239,0.005505,low_cost_keep,0.132753,3899.000000,1.818792,6930
719061933,3,4190.000000,0.000787,0.005528,low_cost_keep,0.132753,3899.000000,1.948767,6709
719068683,4,1036.000000,0.195423,0.024484,watch,0.132753,3899.000000,2.609645,5443
719070108,2,1729.000000,0.004515,0.005689,accept_churn,0.132753,3899.000000,-2.049074,9386
719071158,4,3901.000000,0.822827,0.763905,save_first,0.132753,3899.000000,888.997581,312
719073483,4,2586.000000,0.997222,0.925867,watch,0.132753,3899.000000,713.287467,476
719074308,2,4621.000000,0.000065,0.005497,low_cost_keep,0.132753,3899.000000,2.621094,5423
719075883,3,3904.000000,0.014868,0.006161,low_cost_keep,0.132753,3899.000000,2.215910,6185
719076858,2,2651.000000,0.000974,0.005536,accept_churn,0.132753,3899.000000,-0.597189,8780
719078283,4,1501.000000,0.040423,0.007499,accept_churn,0.132753,3899.000000,-1.622990,9130
719084358,4,2312.000000,0.958994,0.902806,watch,0.132753,3899.000000,621.185974,840
719085933,2,2447.000000,0.001016,0.005538,accept_churn,0.132753,3899.000000,-0.934675,8893
719089383,2,4303.000000,0.000119,0.005500,low_cost_keep,0.132753,3899.000000,2.099571,6408
719091333,4,1102.000000,0.330490,0.066678,watch,0.132753,3899.000000,17.043860,2999
719094333,1,13159.000000,0.000400,0.005512,low_cost_keep,0.132753,3899.000000,16.758298,3024
719095533,3,3382.000000,0.074844,0.009768,accept_churn,0.132753,3899.000000,4.910732,3808
719098308,3,2516.000000,0.425952,0.130161,watch,0.132753,3899.000000,93.245637,1955
719099583,4,1360.000000,0.709306,0.573220,watch,0.132753,3899.000000,228.873583,1671
719100633,3,3564.000000,0.000874,0.005532,accept_churn,0.132753,3899.000000,0.914574,8044
719101908,4,1585.000000,0.043723,0.007692,accept_churn,0.132753,3899.000000,-1.342409,9013
719105433,3,4990.000000,0.000874,0.005532,low_cost_keep,0.132753,3899.000000,3.281084,4425
719106783,1,16344.000000,0.000534,0.005517,low_cost_keep,0.132753,3899.000000,22.052573,2329
719108358,4,2783.000000,0.005915,0.005751,accept_churn,0.132753,3899.000000,-0.198695,8647
719109783,3,4323.000000,0.000786,0.005528,low_cost_keep,0.132753,3899.000000,2.169280,6276
719112258,3,4692.000000,0.001615,0.005563,low_cost_keep,0.132753,3899.000000,2.831085,5061
719117433,4,1463.000000,0.000908,0.005533,accept_churn,0.132753,3899.000000,-2.571458,9806
719118708,2,9202.000000,0.994852,0.924597,save_first,0.132753,3899.000000,2547.442007,39
719121708,3,7685.000000,0.002276,0.005592,low_cost_keep,0.132753,3899.000000,7.891995,3509
719123958,4,2137.000000,0.997036,0.925768,watch,0.132753,3899.000000,588.509670,969
